Time,BM7,BM8,BM9,BM10
1431.6921,5,3,4,2
1431.7168,3,6,2,6
1431.7494,6,5,5,89
1431.7741,6,1,5,3
1431.8027,1,3,5,4
1431.8366,10,2,2,123
1431.8603,7,3,2,124
1431.8848,6,0,4,4
1431.9134,9,5,2,4
1431.9421,4,9,3,4
1431.9708,7,0,7,122
1431.9993,4,3,0,7
1432.024,7,4,4,6
1432.0526,7,5,3,5
1432.0853,7,6,5,125
1432.1099,2,4,5,4
1432.1384,5,7,0,5
1432.1634,8,3,6,7
1432.1919,7,5,4,7
1432.2205,6,7,6,7
1432.2519,3,5,6,6
1432.2779,5,3,2,115
1432.3065,6,5,6,121
1432.3312,3,4,9,5
1432.3598,1,4,1,7
1432.3885,2,5,6,4
1432.4172,5,2,4,125
1432.4456,4,7,6,5
1432.4704,1,4,8,5
1432.5064,7,6,3,9
1432.5276,5,4,4,3
1432.5562,3,3,6,6
1432.585,10,3,5,5
1432.6097,7,1,5,4
1432.6423,3,5,8,123
1432.6669,5,2,3,6
1432.6956,10,0,3,1
1432.7242,7,4,2,7
1432.7529,3,8,8,121
1432.7776,2,1,5,5
1432.8062,4,0,5,2
1432.8348,6,6,5,4
1432.8636,10,5,2,122
1432.8921,4,4,4,7
1432.9169,7,4,5,5
1432.9455,4,4,3,3
1432.9774,3,7,5,125
1433.0026,5,7,9,8
1433.0314,8,6,5,6
1433.0561,6,6,9,5
1433.0887,4,5,7,125
1433.1134,5,6,7,5
1433.1422,4,8,9,4
1433.1707,4,6,5,12
1433.1954,7,5,6,5
1433.224,5,5,2,8
1433.2526,5,4,2,9
1433.2811,7,7,4,5
1433.31,22,5,8,123
1433.3385,5,6,5,52
1433.3633,7,5,6,4
1433.3919,22,6,9,4
1433.4205,5,5,5,8
1433.4492,6,7,7,5
1433.4778,25,3,6,6
1433.5065,23,6,8,5
1433.5352,4,11,2,124
1433.5638,4,6,4,124
1433.5885,20,7,6,3
1433.617,3,4,10,3
1433.6418,3,5,5,7
1433.6745,5,4,5,116
1433.6991,8,4,6,7
1433.7277,6,4,9,7
1433.7569,4,3,7,3
1433.7851,6,6,3,122
1433.8097,9,1,2,7
1433.8383,8,6,5,3
1433.8674,24,4,7,5
1433.8958,2,3,3,122
1433.9242,6,6,6,7
1433.949,8,7,5,3
1433.9776,8,7,6,3
1434.0102,7,6,9,122
1434.035,4,4,2,21
1434.0634,25,3,5,4
1434.0882,6,8,5,7
1434.1209,8,5,8,120
1434.1495,1,4,3,119
1434.1741,5,5,9,4
1434.2027,3,3,2,5
1434.2314,4,5,6,9
1434.2602,29,1,4,126
1434.2848,8,7,5,4
1434.3134,2,6,10,5
1434.3421,5,5,4,8
1434.3708,26,6,5,6
1434.3954,4,5,2,2
1434.424,5,2,4,6
1434.4592,24,12,6,3
1434.4813,7,7,7,9
1434.51,6,5,7,1
1434.5347,6,6,6,4
1434.5633,25,6,3,0
1434.5919,9,2,5,6
1434.6206,4,11,4,0
1434.6493,4,5,6,5
1434.6739,5,1,4,4
1434.7025,5,7,5,6
1434.7312,5,3,5,3
1434.7597,23,6,3,2
1434.7885,11,4,3,6
1434.8171,3,4,10,2
1434.8418,6,0,1,8
1434.8705,23,6,6,4
1434.8991,4,10,1,3
1434.9277,8,3,7,5
1434.9527,9,5,9,2
1434.9811,6,4,5,2
1435.0096,3,7,4,4
1435.0382,4,3,6,6
1435.063,4,5,5,2
1435.0916,4,5,5,5
1435.1203,7,6,4,2
1435.1489,9,2,4,2
1435.1778,28,7,3,3
1435.2024,4,4,7,3
1435.2309,3,6,0,4
1435.2595,4,6,3,5
1435.2882,0,8,6,1
1435.3168,6,6,5,4
1435.3415,7,5,5,2
1435.3702,27,7,2,0
1435.3987,6,8,4,4
1435.4274,3,5,5,7
1435.456,9,5,6,6
1435.4809,4,4,6,5
1435.5094,7,1,4,4
1435.5381,8,5,1,120
1435.5668,4,7,5,119
1435.5953,33,4,3,6
1435.6201,6,5,5,6
1435.6527,7,4,9,122
1435.6772,4,5,4,5
1435.7061,28,6,6,7
1435.7345,6,7,3,3
1435.7633,8,4,6,117
1435.7879,7,4,2,2
1435.8166,28,4,4,5
1435.8492,8,7,5,119
1435.8739,3,5,5,5
1435.9025,8,3,3,5
1435.9313,27,7,3,6
1435.9559,5,6,4,2
1435.9845,6,7,6,5
1436.0132,2,3,8,3
1436.0418,20,1,6,5
1436.0665,6,3,5,6
1436.0951,4,3,1,4
1436.1237,6,1,7,4
1436.1524,8,5,6,3
1436.181,3,4,2,4
1436.2058,7,4,8,4
1436.2343,19,7,6,4
1436.2629,8,8,5,4
1436.2916,5,6,2,2
1436.3202,7,7,8,5
1436.3489,23,5,6,5
1436.3737,6,6,8,3
1436.4023,5,7,8,5
1436.4308,6,7,6,5
1436.4556,5,6,6,4
1436.4844,5,5,3,5
1436.5129,10,3,8,3
1436.5416,22,8,3,5
1436.57,24,1,9,4
1436.5949,6,5,4,7
1436.6235,6,5,5,4
1436.6521,8,6,6,5
1436.6809,28,4,5,5
1436.7094,9,8,5,4
1436.7381,7,6,7,116
1436.7628,4,8,2,2
1436.7915,26,6,3,6
1436.82,6,8,6,8
1436.8488,2,5,7,121
1436.8773,5,5,4,5
1436.906,22,2,3,4
1436.9307,6,4,5,5
1436.9592,6,6,4,6
1436.9879,4,4,5,3
1437.0168,22,3,4,114
1437.0452,8,4,2,22
1437.074,3,7,2,118
1437.0986,6,3,2,7
1437.1273,27,3,4,5
1437.1558,7,4,7,7
1437.1805,6,8,3,9
1437.2092,6,4,5,2
1437.2418,24,6,5,10
1437.2664,7,4,8,121
1437.2952,8,8,3,118
1437.3237,6,3,8,6
1437.3525,23,7,4,10
1437.3771,6,9,5,5
1437.4058,5,10,8,4
1437.4344,4,4,5,4
1437.463,22,4,3,6
1437.4917,7,1,5,123
1437.5168,7,6,5,4
1437.545,8,7,9,6
1437.5737,22,5,5,8
1437.6024,7,5,6,121
1437.631,10,5,2,7
1437.6556,3,7,8,7
1437.6843,21,2,5,8
1437.7129,2,7,2,8
1437.7417,4,6,5,6
1437.7701,3,6,3,8
1437.799,10,4,2,120
1437.8276,4,4,4,105
1437.8522,10,5,2,9
1437.8808,7,7,3,8
1437.9095,28,5,5,9
1437.9381,16,3,7,9
1437.9629,7,3,5,4
1437.9915,8,4,2,4
1438.0241,28,5,5,120
1438.0489,24,4,1,11
1438.0773,3,5,6,4
1438.102,9,6,3,6
1438.1347,8,5,4,125
1438.1633,26,5,3,10
1438.188,5,3,6,9
1438.2167,7,6,3,13
1438.2453,7,6,0,124
1438.2739,22,7,7,6
1438.2986,7,6,3,5
1438.3273,11,3,1,9
1438.3559,5,8,5,123
1438.3846,2,4,10,9
1438.4093,6,4,5,5
1438.4379,8,4,6,5
1438.4707,21,4,6,120
1438.4954,24,5,3,5
1438.5238,7,7,6,6
1438.5485,7,4,3,8
1438.5812,8,4,1,122
1438.6059,23,7,5,9
1438.6344,7,5,3,6
1438.663,9,5,2,4
1438.6919,11,4,8,121
1438.7209,25,3,8,6
1438.7451,6,5,4,8
1438.7737,9,6,5,4
1438.8024,11,3,6,7
1438.8309,6,7,5,2
1438.8557,6,3,7,6
1438.8843,6,3,7,5
1438.9129,6,4,4,6
1438.9417,23,6,4,3
1438.9703,11,4,4,1
1438.9949,9,8,5,4
1439.0237,7,4,5,3
1439.0522,22,6,5,7
1439.0808,5,6,3,2
1439.1095,6,5,6,3
1439.1342,6,3,1,6
1439.1629,27,6,3,3
1439.1915,25,1,7,3
1439.2201,4,6,3,8
1439.249,13,5,5,2
1439.2774,6,7,6,117
1439.302,7,5,8,5
1439.3307,7,5,3,7
1439.3594,5,7,3,6
1439.3881,8,2,9,121
1439.4166,25,3,5,7
1439.4413,6,6,7,6
1439.4701,5,4,4,8
1439.4986,4,5,2,6
1439.5273,28,4,2,5
1439.552,6,4,7,7
1439.5845,7,12,5,37
1439.6132,4,5,5,123
1439.6379,27,3,6,4
1439.6665,24,8,3,9
1439.6951,3,8,6,8
1439.7239,4,6,6,122
1439.7485,9,5,6,4
1439.7774,22,9,3,4
1439.8058,6,5,7,8
1439.8345,6,5,4,121
1439.859,8,4,2,8
1439.8917,22,7,1,8
1439.9164,7,5,8,8
1439.9452,1,5,8,123
1439.9737,4,6,7,18
1440.0026,28,5,5,8
1440.031,16,5,8,7
1440.0597,2,7,5,123
1440.0883,9,3,6,114
1440.1131,5,6,8,13
1440.1416,24,8,4,7
1440.1666,7,4,5,9
1440.195,9,6,4,0
1440.2237,8,5,0,10
1440.2563,22,4,10,10
1440.281,6,3,2,128
1440.3096,8,5,5,13
1440.3382,6,7,6,11
1440.3668,25,3,5,12
1440.3955,4,4,5,124
1440.4203,8,7,5,118
1440.4488,7,1,7,13
1440.4775,5,2,5,14
1440.5061,9,3,6,12
1440.5347,8,8,8,112
1440.5595,5,4,2,17
1440.5921,23,4,6,108
1440.6207,24,4,8,127
1440.6455,6,7,3,128
1440.6701,6,5,8,8
1440.6988,7,4,5,14
1440.7274,3,6,5,9
1440.756,5,5,5,8
1440.7846,4,7,6,9
1440.8133,26,6,3,8
1440.8419,24,7,8,10
1440.8666,5,3,5,9
1440.8953,7,3,0,11
1440.9238,4,6,6,9
1440.9525,24,5,6,9
1440.9773,6,7,6,9
1441.0099,6,5,10,11
1441.0347,8,5,4,12
1441.0633,24,3,5,13
1441.0918,10,4,6,9
1441.1165,4,7,6,12
1441.1452,6,2,6,8
1441.1738,7,4,4,11
1441.2025,23,3,9,12
1441.231,10,1,4,7
1441.2599,10,4,4,9
1441.2846,5,4,9,9
1441.3132,19,6,5,14
1441.3417,10,4,7,7
1441.3703,8,6,2,10
1441.395,9,4,2,7
1441.4237,7,8,3,7
1441.4523,5,4,9,8
1441.4809,2,4,7,8
1441.5056,7,6,5,9
1441.5382,23,5,3,11
1441.5669,10,3,6,12
1441.5916,5,9,7,10
1441.6204,7,6,10,119
1441.649,23,1,5,41
1441.6775,26,8,6,9
1441.7063,7,5,11,13
1441.7348,6,5,6,130
1441.7595,9,5,4,9
1441.7883,26,7,12,10
1441.8169,6,5,8,129
1441.8455,9,1,3,124
1441.8702,8,4,8,14
1441.9028,23,3,6,12
1441.9314,13,2,6,113
1441.9561,6,8,5,12
1441.9847,7,3,8,10
1442.0135,1,9,4,11
1442.0421,22,4,4,130
1442.0707,8,5,8,128
1442.0954,13,4,6,11
1442.1239,9,7,7,12
1442.1527,6,7,6,120
1442.1814,6,7,10,99
1442.206,8,5,7,8
1442.2347,7,4,9,10
1442.2673,24,3,5,132
1442.2918,5,8,5,8
1442.3205,4,2,8,10
1442.3491,4,4,8,14
1442.3778,6,3,7,132
1442.4025,11,8,6,8
1442.4312,8,0,10,9
1442.4598,5,4,5,14
1442.4885,24,5,3,128
1442.5132,4,8,6,9
1442.5419,6,5,6,8
1442.5705,6,5,7,128
1442.6031,17,5,2,131
1442.6278,17,3,5,17
1442.6524,9,5,3,7
1442.6852,6,4,8,130
1442.7137,7,6,6,126
1442.7384,4,5,5,10
1442.7674,10,5,6,8
1442.7957,6,8,3,131
1442.8203,8,6,3,1
1442.8529,22,4,7,12
1442.8776,9,4,4,7
1442.9064,7,9,5,127
1442.935,3,5,8,10
1442.9596,6,5,6,8
1442.9883,9,6,3,9
1443.021,11,5,9,124
1443.0456,5,5,3,63
1443.0741,21,5,5,7
1443.1029,8,6,5,10
1443.1315,7,6,6,126
1443.1602,6,5,5,101
1443.1848,5,4,4,9
1443.2135,24,4,7,11
1443.2422,5,5,7,125
1443.271,10,2,6,120
1443.2995,10,6,5,11
1443.3281,23,5,4,8
1443.3528,3,8,6,9
1443.3814,9,5,8,9
1443.4101,7,13,6,8
1443.4347,9,5,7,9
1443.4673,23,3,5,11
1443.492,4,4,5,6
1443.5208,4,4,8,5
1443.5493,11,5,6,8
1443.5779,24,7,6,7
1443.6066,8,4,7,11
1443.6313,6,5,7,8
1443.66,3,1,5,10
1443.6885,9,4,4,9
1443.7172,11,6,4,5
1443.7419,8,9,4,9
1443.7705,8,5,9,8
1443.7993,25,7,6,10
1443.8277,9,4,4,7
1443.8525,8,2,7,6
1443.8852,10,5,10,9
1443.9098,7,4,5,7
1443.9385,17,6,4,10
1443.9671,12,5,6,12
1443.9918,7,4,6,5
1444.0245,8,4,4,12
1444.0493,28,6,7,7
1444.0777,5,6,4,10
1444.1063,7,7,6,7
1444.131,7,6,4,7
1444.1636,26,3,4,7
1444.1883,6,3,7,9
1444.2169,3,7,8,9
1444.2456,9,3,5,10
1444.2743,23,4,9,10
1444.2989,5,7,9,7
1444.3276,7,3,5,7
1444.3565,8,7,5,9
1444.3848,9,4,9,8
1444.4135,19,4,8,12
1444.4382,6,2,5,10
1444.4668,6,6,8,7
1444.4955,10,5,7,11
1444.5241,22,5,5,8
1444.5527,4,5,11,8
1444.5776,4,4,3,8
1444.6061,5,5,6,9
1444.6347,6,2,9,9
1444.6633,7,3,0,10
1444.688,4,9,5,6
1444.7168,5,7,7,5
1444.7453,6,6,8,11
1444.774,22,5,3,10
1444.8027,8,5,6,7
1444.8312,11,5,6,7
1444.856,8,10,6,8
1444.8885,24,3,10,5
1444.9133,8,4,4,4
1444.9417,8,5,5,9
1444.9665,4,4,6,8
1444.9952,12,4,5,7
1445.0237,3,7,3,9
1445.0525,5,2,12,7
1445.0811,6,5,9,9
1445.1097,24,6,6,8
1445.1345,15,5,7,7
1445.163,8,5,5,8
1445.1918,9,8,6,8
1445.2204,3,5,12,10
1445.249,14,6,5,5
1445.2736,3,8,2,6
1445.3022,5,4,7,8
1445.3311,9,6,7,6
1445.3596,22,9,5,6
1445.3843,3,5,9,9
1445.4129,8,4,5,5
1445.4416,6,5,9,10
1445.4702,23,1,4,9
1445.4989,7,6,10,8
1445.5236,3,5,5,9
1445.5522,4,4,11,5
1445.5808,23,3,5,11
1445.6095,23,5,0,6
1445.6381,8,5,7,7
1445.6628,8,7,7,8
1445.6914,7,4,9,8
1445.7201,21,5,9,9
1445.7486,6,5,5,7
1445.7773,6,5,4,7
1445.8021,7,6,4,9
1445.8307,7,4,7,4
1445.8595,20,10,6,4
1445.888,6,6,8,13
1445.9166,5,5,7,5
1445.9413,0,5,4,8
1445.97,24,5,6,8
1445.9986,7,5,7,9
1446.0272,5,9,7,8
1446.0558,5,5,10,7
1446.0847,11,5,7,11
1446.1094,19,4,5,6
1446.1379,10,7,5,5
1446.1664,7,7,4,4
1446.191,3,6,5,7
1446.2198,2,5,4,7
1446.2487,5,6,7,13
1446.2771,5,7,4,7
1446.3056,3,6,5,8
1446.3344,24,4,8,7
1446.3591,4,8,7,8
1446.3877,6,5,8,8
1446.4165,4,4,8,10
1446.445,7,4,1,8
1446.4697,6,3,3,9
1446.4983,8,2,5,9
1446.5269,9,7,7,7
1446.5556,25,5,4,11
1446.5843,25,3,8,13
1446.6131,10,9,7,5
1446.6377,11,8,3,6
1446.6662,4,6,6,9
1446.6949,23,3,7,5
1446.7235,8,4,4,10
1446.7481,6,4,7,6
1446.7767,7,5,4,6
1446.8055,22,3,5,9
1446.8347,11,5,4,8
1446.8628,7,2,6,5
1446.8874,8,1,9,7
1446.9163,7,3,4,9
1446.9447,24,3,7,7
1446.9734,6,4,5,7
1447.002,10,5,6,7
1447.0267,5,7,2,8
1447.0553,24,2,6,7
1447.084,16,3,6,8
1447.1127,4,5,6,11
1447.1412,9,2,5,7
1447.166,5,6,5,7
1447.1946,23,7,7,8
1447.2232,9,2,9,7
1447.2519,4,4,5,12
1447.2804,5,3,2,7
1447.3052,7,4,4,7
1447.3339,10,4,9,5
1447.3624,6,9,7,8
1447.3913,2,5,5,10
1447.4198,6,3,6,11
1447.4444,4,7,7,9
1447.4731,4,6,5,8
1447.5017,4,5,3,8
1447.5303,9,5,6,7
1447.559,22,9,3,5
1447.5837,5,4,9,9
1447.6124,5,4,7,14
1447.641,5,5,6,5
1447.6695,3,5,6,8
1447.6983,25,5,6,8
1447.723,4,10,5,8
1447.7516,5,5,10,7
1447.7802,8,5,5,7
1447.8089,23,6,4,7
1447.8375,3,3,4,10
1447.8622,9,3,4,7
1447.8908,5,6,3,8
1447.9197,4,8,9,6
1447.9483,20,1,5,12
1447.9728,4,7,4,4
1448.0013,5,8,3,9
1448.0302,9,6,6,11
1448.0588,24,10,2,7
1448.0873,4,5,6,7
1448.116,8,3,7,11
1448.1407,8,5,4,9
1448.1694,7,6,7,7
1448.198,25,4,6,7
1448.2266,4,7,5,9
1448.2553,3,8,12,11
1448.2799,4,3,5,12
1448.3126,23,5,1,10
1448.3373,25,5,6,8
1448.3661,6,9,6,7
1448.3905,7,5,9,5
1448.4198,8,5,3,13
1448.448,21,3,4,5
1448.4765,5,6,6,7
1448.5052,7,5,5,9
1448.5299,5,9,6,7
1448.5624,23,6,9,10
1448.5871,6,5,4,9
1448.6158,5,5,4,3
1448.6443,5,5,5,9
1448.6732,23,4,5,8
1448.6979,22,9,6,9
1448.7265,5,5,11,7
1448.755,5,5,5,10
1448.7836,6,5,2,8
1448.8083,2,5,7,4
1448.837,8,5,5,7
1448.8656,12,7,8,5
1448.8942,5,6,9,10
1448.9229,22,6,3,9
1448.9515,21,6,8,8
1448.9766,5,5,7,7
1449.0049,8,6,4,7
1449.0334,6,9,6,8
1449.0623,21,4,9,8
1449.0908,6,2,4,12
1449.1155,6,5,3,8
1449.1441,6,6,4,7
1449.1728,26,6,3,10
1449.2015,24,4,8,4
1449.23,6,4,5,10
1449.2547,6,4,8,7
1449.2834,7,8,5,10
1449.312,25,2,2,9
1449.3407,17,10,5,8
1449.3694,12,4,10,8
1449.394,7,6,3,4
1449.4226,3,10,7,7
1449.4515,8,9,7,7
1449.4799,10,5,3,7
1449.5045,3,5,6,6
1449.5372,5,8,12,10
1449.5618,3,6,5,6
1449.5905,4,0,5,10
1449.6192,26,3,8,8
1449.6478,21,8,5,8
1449.6725,8,4,8,6
1449.7012,5,4,4,9
1449.7297,2,5,7,7
1449.7584,4,6,4,7
1449.783,4,5,3,7
1449.8117,4,4,7,5
1449.8404,8,4,4,10
1449.8691,24,1,7,8
1449.8978,20,3,4,10
1449.9225,6,6,4,6
1449.951,2,5,7,4
1449.9798,8,5,6,4
1450.0084,22,9,6,10
1450.037,19,5,8,13
1450.0616,7,5,6,8
1450.0902,3,5,4,7
1450.1191,7,4,8,7
1450.1475,6,5,8,8
1450.1722,5,6,0,6
1450.2009,7,5,6,8
1450.2296,0,8,4,10
1450.2582,8,6,1,10
1450.2867,6,5,4,9
1450.3115,0,6,4,6
1450.3401,0,9,4,5
1450.3688,1,6,6,4
1450.3974,0,5,4,8
1450.4263,0,9,3,11
1450.4507,0,9,0,7
1450.4794,3,0,5,6
1450.5082,6,0,1,0
1450.5366,3,1,2,1
1450.5652,5,0,4,0
1450.59,4,0,1,5
1450.6186,6,0,5,0
1450.6472,4,1,3,5
1450.6758,2,2,4,2
1450.7045,4,2,2,0
1450.7292,6,4,1,2
1450.7579,5,3,4,2
1450.7865,0,4,6,3
1450.8151,5,1,1,7
1450.8398,7,2,2,3
1450.8684,2,2,0,4
1450.8972,4,2,3,4
1450.9261,5,3,6,5
1450.9543,3,6,4,3
1450.9789,5,2,9,4
1451.0077,4,2,1,3
1451.0364,0,0,5,4
1451.0656,4,1,1,4
1451.0936,5,4,2,2
1451.1223,12,4,2,3
1451.147,5,5,4,3
1451.1756,2,3,8,4
1451.2042,6,2,2,9
1451.2329,4,1,5,7
1451.2576,6,4,1,3
1451.2864,5,2,0,3
1451.3149,10,0,0,2
1451.3435,4,6,2,7
1451.368,3,4,9,4
1451.3967,5,1,9,4
1451.4255,3,1,5,7
1451.4541,4,5,2,2
1451.4827,3,7,4,7
1451.5074,9,4,1,0
1451.5361,8,4,6,4
1451.5647,1,8,6,3
1451.5934,4,3,11,5
1451.6219,4,3,5,5
1451.6466,5,6,5,6
1451.6753,4,6,2,4
1451.7039,6,4,6,3
1451.7325,5,3,6,4
1451.7612,0,9,5,4
1451.7859,1,0,7,3
1451.8147,4,5,9,8
1451.8432,3,3,6,5
1451.8718,4,5,2,3
1451.8965,2,3,5,3
1451.9291,10,3,5,3
1451.9538,3,8,6,2
1451.9824,4,4,8,3
1452.0113,3,1,6,4
1452.0362,2,5,7,4
1452.0644,2,5,6,4
1452.093,3,5,3,3
1452.1217,8,5,3,5
1452.1503,8,5,2,4
1452.1789,4,11,4,5
1452.2037,4,3,4,1
1452.2323,5,4,5,5
1452.2609,6,7,4,1
1452.2896,6,4,4,2
1452.3141,5,3,3,5
1452.343,7,3,2,3
1452.3715,3,8,3,5
1452.4001,2,4,9,5
1452.4249,4,5,4,8
1452.4535,5,4,5,6
1452.4822,4,4,5,4
1452.5108,6,3,4,3
1452.5394,7,5,2,4
1452.5642,8,4,7,4
1452.5927,6,3,7,6
1452.6213,6,5,6,5
1452.6501,6,4,6,6
1452.6786,7,2,7,1
1452.7034,5,6,3,3
1452.732,6,4,4,3
1452.7606,6,5,4,3
1452.7892,3,5,3,5
1452.818,7,2,10,4
1452.8427,3,6,7,6
1452.8713,3,4,4,1
1452.8999,2,5,9,5
1452.9285,8,6,4,4
1452.9532,5,5,4,5
1452.9819,5,8,3,2
1453.0106,6,3,10,4
1453.0392,5,5,4,8
1453.0677,4,5,3,4
1453.0925,8,5,4,6
1453.1214,7,5,3,2
1453.1498,9,5,5,4
1453.1784,7,8,2,7
1453.2069,6,5,6,4
1453.2317,7,3,4,6
1453.2605,3,5,3,2
1453.289,0,4,2,3
1453.3176,3,5,3,6
1453.3467,6,7,1,5
1453.371,3,7,4,5
1453.3997,5,5,7,6
1453.4283,6,7,8,6
1453.4568,5,4,5,9
1453.4816,3,2,7,7
1453.5102,4,3,5,4
1453.5389,8,5,4,3
1453.5675,8,3,5,5
1453.5961,2,6,8,4
1453.6208,4,6,8,5
1453.6497,5,5,2,5
1453.6781,9,5,5,8
1453.7067,1,6,2,3
1453.7354,9,1,3,3
1453.7601,7,4,4,5
1453.7888,6,4,4,4
1453.8174,3,2,8,2
1453.8459,6,5,6,5
1453.8748,4,4,4,6
1453.8994,6,3,4,5
1453.928,7,3,4,3
1453.9582,4,5,3,4
1453.9852,5,5,4,5
1454.01,7,4,9,3
1454.0386,6,1,7,3
1454.0673,4,4,6,7
1454.0965,2,5,5,5
1454.1243,3,3,5,2
1454.1492,8,2,4,2
1454.1779,6,2,4,2
1454.2065,6,8,1,3
1454.235,5,4,9,3
1454.2637,4,1,7,7
1454.2924,4,3,10,4
1454.3171,1,4,2,0
1454.3457,4,4,6,3
1454.3743,7,7,3,4
1454.4031,6,8,2,7
1454.4279,4,3,8,5
1454.4563,0,5,4,6
1454.485,6,2,4,7
1454.5136,1,3,10,5
1454.5382,4,2,7,5
1454.5669,7,4,4,6
1454.5956,6,6,7,6
1454.6242,1,5,6,5
1454.6528,3,6,5,2
1454.6775,4,6,7,8
1454.7063,2,3,6,5
1454.7347,4,5,3,5
1454.7635,7,4,4,4
1454.7921,9,5,4,3
1454.8167,5,6,5,5
1454.8454,3,5,5,8
1454.8741,8,5,3,9
1454.9026,5,5,6,3
1454.9314,7,5,3,8
1454.9563,0,3,5,4
1454.9847,5,3,1,6
1455.0134,2,10,3,6
1455.042,2,3,13,5
1455.0666,7,3,2,4
1455.0952,3,3,5,4
1455.1239,6,6,7,4
1455.1526,8,5,0,4
1455.1812,8,5,5,4
1455.2063,4,9,6,5
1455.2345,4,3,6,5
1455.2631,5,4,4,8
1455.2918,3,3,4,4
1455.3204,4,3,5,5
1455.3452,1,2,4,5
1455.3738,4,2,4,9
1455.4024,8,3,0,5
1455.431,6,6,9,7
1455.4597,6,5,4,10
1455.4844,4,4,6,7
1455.513,5,2,2,4
1455.5416,7,2,4,4
1455.5702,9,4,2,4
1455.5989,10,2,7,4
1455.6237,8,2,4,7
1455.6523,0,4,6,5
1455.6809,3,2,3,10
1455.7097,4,3,6,5
1455.7344,6,5,0,5
1455.7628,6,6,7,3
1455.7915,8,6,6,1
1455.8201,7,6,9,4
1455.8488,3,3,10,2
1455.8735,6,8,7,8
1455.9022,4,3,6,3
1455.9308,4,1,6,4
1455.9593,5,3,5,8
1455.988,8,5,3,5
1456.0128,8,7,6,2
1456.0414,6,4,11,4
1456.07,6,0,5,4
1456.0986,2,6,9,5
1456.1233,5,8,4,9
1456.1559,9,10,3,6
1456.1806,8,4,3,6
1456.2093,5,9,9,5
1456.238,9,4,8,6
1456.2628,5,5,8,8
1456.2913,7,6,10,5
1456.3199,5,6,4,5
1456.3485,8,6,5,6
1456.3772,9,7,7,4
1456.4018,9,5,8,1
1456.4305,7,5,9,5
1456.4591,5,5,8,9
1456.4878,8,1,5,4
1456.5164,3,3,9,2
1456.5411,6,5,7,5
1456.5697,8,5,7,5
1456.5984,8,8,5,3
1456.627,7,5,10,4
1456.6559,6,6,9,10
1456.6804,7,5,2,5
1456.709,2,7,8,5
1456.7376,7,6,3,5
1456.7662,9,5,3,5
1456.7911,3,8,7,5
1456.8235,7,6,10,6
1456.8482,4,6,7,8
1456.8769,1,5,8,7
1456.9055,2,5,5,4
1456.9302,6,8,7,4
1456.9628,10,6,10,7
1456.9875,5,5,7,4
1457.0163,4,7,8,7
1457.0447,7,3,6,6
1457.0695,5,7,7,9
1457.0981,5,4,5,5
1457.1267,8,2,9,4
1457.1553,9,6,6,9
1457.1839,6,6,7,4
1457.2087,7,7,8,5
1457.2374,4,7,5,7
1457.266,6,8,8,5
1457.2945,7,7,7,4
1457.3232,6,5,5,2
1457.348,8,5,6,6
1457.3766,7,9,5,3
1457.4053,5,6,7,3
1457.4339,6,7,6,11
1457.4586,4,5,7,6
1457.4872,2,6,7,5
1457.5159,10,2,6,4
1457.5446,8,6,2,3
1457.5734,4,11,1,4
1457.5978,5,5,8,4
1457.6264,5,5,7,7
1457.655,5,7,6,2
1457.6837,6,7,6,5
1457.7123,8,6,7,5
1457.7371,9,2,7,5
1457.7656,8,9,2,5
1457.7943,3,5,8,2
1457.8229,7,1,4,6
1457.8515,6,6,6,9
1457.8763,1,5,7,2
1457.9049,6,6,3,3
1457.9335,7,0,4,5
1457.9621,4,7,6,6
1457.9868,4,9,6,5
1458.0155,6,4,9,6
1458.0442,7,6,4,4
1458.0727,5,7,6,5
1458.1014,7,8,6,5
1458.13,1,6,11,2
1458.1547,7,7,8,5
1458.1834,7,11,4,8
1458.2121,6,5,10,3
1458.2406,5,7,6,7
1458.2654,6,5,5,5
1458.294,7,6,8,3
1458.3228,11,5,4,4
1458.3512,5,9,5,4
1458.3799,4,5,8,5
1458.4046,7,7,7,6
1458.4333,5,5,3,8
1458.4619,5,7,9,3
1458.4905,7,7,7,4
1458.5192,11,6,4,4
1458.5478,7,10,8,8
1458.5726,5,3,5,5
1458.6013,7,5,5,10
1458.6298,3,2,5,5
1458.6544,5,7,4,7
1458.6831,7,7,6,5
1458.7118,11,5,1,4
1458.7404,6,8,4,5
1458.769,6,6,7,3
1458.7976,4,6,7,10
1458.8224,2,7,4,5
1458.8512,4,7,1,6
1458.8797,4,5,4,3
1458.9083,7,6,6,5
1458.933,4,9,6,4
1458.9616,4,7,7,6
1458.9903,4,5,6,4
1459.0189,4,6,6,8
1459.0475,6,6,6,5
1459.0721,1,4,5,4
1459.1009,6,6,5,3
1459.1296,11,5,4,3
1459.1581,4,9,7,4
1459.1829,7,7,9,4
1459.2159,6,6,3,10
1459.2402,3,4,1,8
1459.2687,2,8,4,2
1459.2974,8,2,6,5
1459.3221,8,7,7,5
1459.3507,4,8,6,5
1459.3796,6,4,12,3
1459.408,5,6,8,7
1459.4366,5,7,4,6
1459.4613,8,7,6,2
1459.49,4,7,2,5
1459.5186,8,3,5,5
1459.5472,4,6,7,8
1459.5759,9,4,8,4
1459.6007,6,8,0,6
1459.6293,4,5,7,7
1459.6579,8,3,5,7
