Time,BM7,BM8,BM9,BM10
18.5096,10,7,4,2
18.5378,2,5,9,13
18.5625,4,3,6,9
18.5911,7,6,9,10
18.6197,4,7,8,6
18.6485,6,5,9,10
18.6771,5,7,2,8
18.7018,9,4,1,8
18.7343,10,3,8,3
18.7591,7,9,11,8
18.7876,6,3,8,7
18.8163,6,4,10,3
18.8451,8,6,14,4
18.8737,4,4,12,10
18.8984,7,4,6,8
18.927,4,4,9,7
18.9557,7,7,8,10
18.9842,7,4,9,9
19.0089,6,0,8,2
19.0375,4,7,7,5
19.0662,9,7,9,8
19.0951,4,5,10,6
19.1235,4,3,8,5
19.1522,1,3,9,5
19.1807,6,2,10,6
19.2057,7,9,5,11
19.2342,8,4,8,15
19.2628,4,4,7,9
19.2914,7,3,7,7
19.3201,5,8,7,10
19.3448,6,3,6,9
19.3738,8,2,8,7
19.402,10,5,9,5
19.4306,9,3,6,3
19.4593,6,4,12,5
19.4841,9,3,7,7
19.5133,4,4,9,9
19.5414,9,5,5,5
19.5699,6,7,10,5
19.5987,7,5,10,5
19.6232,7,8,6,4
19.6518,7,0,8,0
19.6805,6,9,5,3
19.7097,4,8,8,10
19.7381,3,4,10,9
19.7664,0,8,10,7
19.7912,3,9,6,8
19.8199,6,9,8,10
19.8486,5,9,11,10
19.8772,10,8,11,6
19.9058,5,7,11,9
19.9345,7,6,7,11
19.9592,5,7,6,7
19.9918,10,4,10,8
20.0165,6,5,13,9
20.045,8,4,8,6
20.0697,9,6,6,8
20.0984,8,6,9,5
20.127,8,8,10,9
20.1557,4,4,10,8
20.1843,5,8,7,9
20.213,10,4,7,9
20.2416,8,10,6,10
20.2664,8,7,8,10
20.295,8,8,6,8
20.3236,9,3,7,10
20.3522,7,7,11,6
20.381,6,7,10,5
20.406,5,3,8,5
20.4343,10,5,7,7
20.4628,4,6,13,6
20.4915,9,7,6,8
20.5201,6,9,7,7
20.5448,9,6,9,9
20.5735,3,9,6,7
20.6024,9,10,9,10
20.6308,7,7,7,8
20.6595,6,9,7,9
20.688,8,13,5,3
20.7128,2,4,8,12
20.7413,9,4,6,9
20.77,9,3,9,9
20.7987,10,6,4,10
20.8274,4,7,7,10
20.8522,4,7,8,8
20.8807,6,6,5,1
20.9092,9,4,5,9
20.9379,5,6,11,11
20.9666,5,5,7,10
20.9952,6,5,10,7
21.0242,12,2,10,4
21.0487,5,6,7,12
21.0773,4,5,8,6
21.1058,4,5,9,8
21.1345,12,6,7,10
21.1593,8,6,6,9
21.188,7,8,10,7
21.2165,7,4,9,8
21.2452,8,7,7,6
21.2738,7,6,10,7
21.2984,8,5,7,9
21.327,8,4,9,9
21.3557,9,4,5,8
21.3844,9,7,4,4
21.4131,6,10,4,10
21.4378,7,8,6,8
21.4704,11,5,10,6
21.495,7,5,11,7
21.5236,6,5,7,11
21.5522,5,5,6,6
21.581,9,7,9,6
21.6096,5,10,7,11
21.6343,4,6,8,8
21.6628,5,7,5,5
21.6916,5,4,7,6
21.7201,6,9,9,6
21.7449,5,4,9,7
21.7736,7,4,6,9
21.8022,6,4,9,6
21.831,11,2,7,6
21.8595,7,5,6,12
21.8881,6,6,10,12
21.9128,6,6,6,9
21.9414,10,6,6,7
21.97,5,6,9,7
21.9989,6,3,9,12
22.0274,8,5,7,6
22.0522,8,3,6,4
22.0808,5,8,9,4
22.1133,5,8,10,11
22.1387,6,5,10,8
22.1667,11,3,9,3
22.1913,7,8,9,6
22.2239,7,4,10,8
22.2487,8,2,5,6
22.2775,9,5,10,13
22.3059,7,8,6,6
22.3346,4,7,9,12
22.3592,7,5,5,4
22.388,7,7,11,8
22.4165,5,8,9,6
22.4452,6,6,7,7
22.4741,8,6,7,10
22.5026,10,5,6,4
22.5311,10,8,3,7
22.5558,7,8,10,7
22.5844,7,3,11,7
22.613,5,6,9,7
22.6418,10,5,9,8
22.6665,9,9,9,5
22.6957,9,4,7,9
22.7238,9,5,6,4
22.7524,11,6,7,6
22.781,7,5,12,3
22.8096,4,5,8,11
22.8343,9,5,10,3
22.863,9,5,4,6
22.892,6,6,9,4
22.9204,6,7,9,16
22.9489,9,9,8,8
22.9776,11,8,7,7
23.0063,10,10,11,7
23.0308,7,3,9,9
23.0595,8,4,7,5
23.0886,9,6,8,5
23.1136,4,8,9,4
23.1417,3,8,8,13
23.1702,7,5,7,9
23.1989,8,4,7,6
23.2274,6,7,7,7
23.2561,6,4,13,7
23.2809,5,4,5,9
23.3095,3,4,6,7
23.3384,3,5,7,10
23.3668,0,7,12,9
23.3963,0,9,9,11
23.4201,2,3,5,9
23.4487,7,4,8,6
23.4773,5,8,5,8
23.5062,2,4,10,6
23.5348,5,4,8,6
23.5633,8,6,6,10
23.5881,6,5,11,6
23.6166,3,7,8,10
23.6454,6,5,8,8
23.6739,0,4,7,12
23.7025,9,5,10,4
23.7273,0,5,8,5
23.756,0,7,7,7
23.7847,3,5,7,2
23.8131,0,10,6,7
23.8378,8,4,7,8
23.8665,2,7,8,6
23.8951,4,4,9,8
23.9237,3,5,8,7
23.9527,1,7,7,7
23.9811,4,7,8,8
24.0059,1,8,6,7
24.0345,1,6,11,8
24.063,1,6,6,8
24.0917,1,6,11,10
24.1203,8,5,12,9
24.1452,0,4,9,9
24.1737,2,3,7,10
24.2024,2,3,7,8
24.2311,2,5,10,9
24.2595,0,5,7,5
24.2882,2,4,10,7
24.313,5,5,6,11
24.3415,4,6,9,7
24.3702,5,2,9,7
24.399,7,9,9,7
24.4276,2,5,13,11
24.4523,7,3,8,8
24.4808,2,4,9,7
24.5095,6,5,10,7
24.5381,2,9,8,6
24.5668,1,7,10,11
24.5958,4,5,11,8
24.6202,9,6,7,6
24.6488,5,5,6,8
24.6775,4,6,10,8
24.706,4,8,7,13
24.7347,1,6,11,11
24.7593,6,8,6,4
24.788,6,7,6,6
24.8167,6,5,8,11
24.8454,4,5,9,10
24.874,5,7,8,10
24.8987,6,9,11,8
24.9273,4,4,10,7
24.9559,3,4,6,7
24.9845,2,8,9,7
25.0132,10,6,6,10
25.0424,3,8,10,5
25.0672,6,0,7,11
25.0953,8,4,8,6
25.1237,4,4,3,8
25.1525,6,7,9,12
25.1811,7,6,12,9
25.2058,9,6,5,9
25.2344,4,8,12,7
25.2632,10,5,9,7
25.292,8,6,8,8
25.3204,6,3,5,12
25.3491,8,4,10,11
25.3736,9,6,8,8
25.4023,8,8,7,6
25.431,7,5,10,8
25.4557,8,4,6,8
25.4843,6,9,6,7
25.5134,8,5,6,6
25.5418,4,8,11,5
25.5703,4,4,10,3
25.5989,6,5,7,10
25.6276,6,9,10,8
25.6523,7,6,13,7
25.6809,5,3,10,6
25.7095,7,6,2,13
25.7387,5,3,12,10
25.7669,6,5,9,11
25.7916,8,4,10,9
25.8203,5,2,10,9
25.8488,6,7,8,9
25.8774,5,5,9,8
25.9061,3,10,7,8
25.9308,5,7,9,7
25.9594,8,5,8,5
25.9882,3,11,7,7
26.0168,10,5,9,12
26.0458,7,6,12,7
26.0701,6,4,7,9
26.0987,3,5,5,7
26.1273,6,9,6,7
26.1559,8,6,7,7
26.1847,6,5,12,11
26.2095,7,7,9,7
26.238,5,4,8,7
26.2666,6,2,5,6
26.2953,7,8,7,4
26.324,4,6,12,11
26.3488,5,6,8,8
26.3772,3,5,6,7
26.4058,5,4,5,6
26.4345,9,9,4,9
26.4637,6,6,13,8
26.4918,6,4,10,5
26.5166,5,4,10,6
26.5452,13,8,9,5
26.5739,8,3,12,9
26.6024,5,6,9,14
26.6271,7,2,9,9
26.6597,13,4,8,7
26.6852,4,8,7,7
26.7132,9,6,11,6
26.7416,4,6,6,5
26.7664,7,5,8,7
26.7992,7,3,10,11
26.8237,7,3,11,8
26.8523,6,4,11,12
26.8809,7,8,7,8
26.91,9,6,9,8
26.9347,6,9,9,9
26.963,5,9,9,11
26.9915,6,5,9,11
27.0202,2,8,9,5
27.0489,6,5,10,7
27.0776,4,2,10,12
27.1023,7,6,9,7
27.1312,8,7,9,6
27.1596,11,4,9,9
27.1882,7,10,6,13
27.2128,7,3,5,9
27.2415,6,9,8,6
27.2701,4,6,8,8
27.2987,10,6,8,4
27.3275,5,4,10,8
27.356,7,7,7,14
27.3816,6,7,9,8
27.4095,6,5,9,3
27.438,2,9,8,6
27.4666,7,6,11,7
27.4952,6,5,8,5
27.5199,6,7,4,7
27.5486,12,4,8,8
27.5773,8,8,9,9
27.6061,8,5,14,11
27.6346,7,4,6,6
27.6593,9,6,6,9
27.6878,8,7,5,8
27.7165,5,7,9,3
27.7452,6,5,5,10
27.7737,6,9,7,8
27.8027,10,8,7,7
27.8311,10,6,7,5
27.8564,9,4,12,6
27.8844,9,4,8,7
27.913,7,6,7,9
27.9418,12,5,8,7
27.9704,8,10,10,9
27.9991,10,7,10,10
28.0238,11,6,9,3
28.0524,11,7,8,9
28.0813,10,7,9,6
28.1096,12,6,6,9
28.1343,0,0,0,0
28.1629,4,0,0,0
28.1915,0,0,0,3
28.2202,0,4,0,3
28.2449,2,0,0,2
28.2736,2,1,0,3
28.3027,3,1,7,4
28.3309,1,1,8,0
28.3595,1,5,7,4
28.3881,0,1,7,1
28.4128,0,2,9,2
28.4415,7,0,7,2
28.4701,5,5,11,2
28.4987,4,3,7,7
28.5276,2,0,2,3
28.5561,6,0,11,4
28.5808,8,2,7,2
28.6096,3,4,12,3
28.6381,4,2,10,5
28.6666,3,5,7,0
28.6917,9,4,8,3
28.7199,9,8,7,3
28.7486,7,4,5,4
28.7776,4,5,6,3
28.806,5,3,7,3
28.8308,9,4,9,2
28.8593,4,8,9,2
28.8879,7,7,8,6
28.9165,5,1,9,4
28.9452,4,5,6,2
28.9698,6,7,8,5
28.9985,5,4,8,2
29.0276,4,3,7,1
29.0559,6,1,6,1
29.0844,4,2,8,6
29.1092,5,3,7,3
29.1378,1,7,8,2
29.1664,2,6,11,0
29.1951,4,3,9,1
29.2244,2,6,10,4
29.2524,7,2,7,2
29.2772,4,5,7,0
29.3058,1,3,5,9
29.3343,5,1,10,2
29.363,3,4,4,4
29.3917,6,3,9,4
29.4163,4,5,8,4
29.4449,0,6,9,6
29.4736,8,6,6,4
29.5022,5,5,7,3
29.5308,9,5,6,5
29.5555,2,6,7,3
29.5842,4,4,8,9
29.6128,6,2,5,1
29.6415,3,5,6,4
29.6702,6,5,6,1
29.696,4,9,7,5
29.7235,3,6,8,7
29.7521,9,5,9,2
29.7807,5,4,6,4
29.8094,6,3,8,5
29.8341,5,5,7,6
29.8628,3,3,10,3
29.8915,2,7,10,6
29.9201,5,5,6,3
29.9487,6,3,8,4
29.9734,5,7,6,3
30.002,6,5,9,5
30.0306,2,1,9,5
30.0593,3,8,6,5
30.0879,4,3,6,0
30.1171,3,6,10,2
30.1456,3,3,8,10
30.17,1,5,8,3
30.1986,2,7,6,3
30.2271,9,4,8,3
30.2519,5,6,6,3
30.2805,3,3,9,9
30.3092,4,5,8,2
30.3378,3,8,6,3
30.3665,7,4,6,7
30.3951,4,9,6,1
30.42,1,7,8,7
30.4484,3,6,5,3
30.477,2,7,8,2
30.5057,5,4,6,4
30.5343,1,8,9,3
30.563,0,4,12,2
30.5877,5,4,6,4
30.6164,0,4,9,5
30.6452,6,4,5,0
30.6736,4,7,10,5
30.7022,8,6,11,7
30.727,5,5,8,10
30.7556,4,1,8,5
30.7842,4,4,8,2
30.8129,0,7,12,6
30.8416,5,6,11,9
30.8667,0,7,6,6
30.895,7,4,7,4
30.9235,12,6,5,5
30.9521,3,2,10,7
30.9808,3,4,10,9
31.0094,1,5,11,3
31.0342,7,4,11,6
31.0628,5,6,10,4
31.0916,5,0,9,6
31.1202,3,3,6,10
31.1449,7,5,7,8
31.1736,6,10,8,4
31.202,0,6,10,7
31.2306,7,2,7,6
31.2593,2,4,7,6
31.288,6,4,10,3
31.3128,5,6,11,6
31.3413,2,5,9,6
31.3701,6,3,8,6
31.3988,6,4,3,5
31.4235,4,4,6,5
31.452,3,4,12,3
31.4805,4,3,9,9
31.5092,1,1,9,4
31.5378,5,3,8,5
31.5625,5,5,6,6
31.5912,1,7,7,4
31.6202,4,5,9,5
31.6486,4,1,9,8
31.6771,4,4,4,6
31.7057,5,5,11,2
31.7304,4,8,9,9
31.7591,5,4,6,9
31.7877,5,3,4,5
31.8163,1,6,8,3
31.8411,6,4,6,4
31.8702,4,9,9,7
31.8989,4,4,10,5
31.9271,2,5,8,6
31.9556,4,5,12,5
31.9842,7,5,6,7
32.0129,3,9,10,7
32.0377,4,4,8,10
32.0662,6,3,9,5
32.0949,3,4,6,6
32.1236,6,4,7,6
32.1484,4,0,9,7
32.1771,1,3,6,11
32.2055,6,5,9,5
32.2341,2,5,4,7
32.2628,6,1,10,6
32.2914,4,2,11,7
32.3163,6,4,7,11
32.3448,4,5,10,7
32.3739,8,5,6,9
32.4021,5,8,6,6
32.4268,1,5,7,9
32.4557,2,5,9,6
32.484,2,5,9,3
32.5126,6,4,6,6
32.5412,4,7,8,7
32.5659,7,5,6,5
32.5947,5,5,5,4
32.6233,3,4,7,6
32.6521,9,5,6,7
32.6805,6,4,8,0
32.7058,5,4,8,6
32.7339,2,4,7,4
32.7626,7,8,9,4
32.7912,6,3,5,6
32.8205,6,2,10,2
32.8487,5,6,10,4
32.8735,5,4,5,9
32.9019,1,5,9,2
32.9304,4,5,9,0
32.9591,7,3,6,11
32.9878,4,3,11,7
33.0164,3,4,7,10
33.0412,3,3,6,5
33.0697,5,3,9,6
33.0986,4,7,6,4
33.1271,3,6,11,5
33.1559,2,4,10,3
33.1803,3,7,9,7
33.2089,7,3,6,7
33.2376,0,7,10,3
33.2663,4,5,12,12
33.291,4,4,7,4
33.3196,3,6,6,7
33.3485,7,4,10,3
33.3771,4,5,10,11
33.4056,5,5,1,6
33.4302,4,7,8,8
33.459,6,2,7,7
33.4876,6,4,8,10
33.5162,1,5,12,11
33.5458,1,3,8,8
33.5734,4,6,8,9
33.6021,8,3,10,6
33.6268,3,6,10,9
33.6554,4,4,9,13
33.6841,6,9,10,4
33.7127,6,2,6,10
33.7374,2,7,7,6
33.7661,3,5,9,15
33.7955,2,3,8,7
33.8234,4,6,8,9
33.852,11,5,7,5
33.8806,3,5,11,9
33.9093,4,1,9,14
33.9339,4,4,11,6
33.9625,6,4,6,8
33.9912,0,7,7,10
34.02,3,5,10,13
34.0485,7,2,12,9
34.0772,8,3,10,11
34.1019,6,8,10,7
34.1306,5,4,4,12
34.1592,6,3,11,9
34.1838,4,6,7,5
34.2125,7,5,5,7
34.2419,4,5,11,6
34.2699,2,5,9,12
34.2984,6,10,7,7
34.3231,9,3,5,9
34.3558,7,7,10,6
34.3809,3,5,8,10
34.409,4,6,11,9
34.4376,9,2,7,9
34.4664,8,7,2,7
34.4915,3,7,7,7
34.5197,3,5,7,11
34.5483,6,3,4,10
34.577,10,0,6,6
34.6055,4,6,9,7
34.6342,5,5,11,5
34.659,5,4,5,11
34.6875,3,4,9,7
34.7165,5,4,9,7
34.7449,4,6,10,6
34.7735,2,3,6,14
34.7982,8,5,9,7
34.8269,5,2,12,8
34.8556,9,6,8,5
34.8841,4,2,11,7
34.9089,6,3,5,9
34.9416,6,4,7,13
34.9662,8,3,9,8
34.9947,6,9,8,6
35.0234,4,4,10,8
35.052,4,3,11,9
35.0767,5,6,6,7
35.1053,9,4,7,7
35.134,5,7,5,0
35.163,4,3,9,7
35.1914,10,4,7,4
35.2163,2,5,9,7
35.2447,10,5,9,7
35.2732,6,4,7,11
35.3019,9,6,9,9
35.3305,10,6,5,8
35.3592,6,4,10,8
35.3839,3,7,5,5
35.4126,6,4,7,7
35.4413,2,5,9,11
35.4698,3,7,4,6
35.4985,10,4,10,8
35.5231,6,7,9,9
35.5519,4,6,10,8
35.5804,6,7,8,9
35.6094,2,7,4,5
35.638,5,5,10,9
35.6664,3,5,11,6
35.6912,7,5,5,11
35.7197,2,7,11,8
35.7483,7,3,7,9
35.7769,4,6,8,9
35.8017,6,8,9,5
35.8302,3,7,7,9
35.8589,4,4,8,4
35.8877,9,5,10,7
35.9163,3,8,7,12
35.9448,3,7,7,12
35.9695,3,5,9,8
35.9982,7,5,6,4
36.0269,5,5,10,5
36.0556,5,6,12,10
36.0803,3,7,9,4
36.1088,9,4,7,7
36.1377,9,7,11,9
36.1662,5,10,8,7
36.1947,7,3,7,12
36.2235,7,6,7,10
36.2481,7,6,6,9
36.2767,8,3,7,9
36.3054,6,2,10,8
36.3342,6,7,8,9
36.3627,3,7,7,4
36.3875,5,4,8,9
36.4161,9,3,7,10
36.4446,4,7,14,9
36.4732,2,5,7,8
36.5019,5,4,8,7
36.5266,5,8,5,5
36.5555,4,7,9,10
36.5844,6,4,11,12
36.6126,5,4,4,8
36.6412,3,4,10,9
36.6663,6,3,6,4
36.6945,7,3,10,8
36.7232,1,8,6,11
36.7518,7,4,8,8
36.7804,6,6,12,6
36.8052,5,9,8,8
36.8378,2,6,12,5
36.8625,2,6,7,5
36.891,2,4,9,7
36.9198,7,3,12,4
36.9483,7,7,5,9
36.9731,3,6,9,8
37.0017,4,5,9,9
37.0303,4,5,5,6
37.0591,7,5,7,8
37.0877,1,8,9,10
37.1163,3,8,6,11
37.1409,7,3,9,4
37.1695,6,3,9,5
37.1982,8,6,6,7
37.2268,6,8,4,3
37.2555,8,7,10,4
37.2804,7,7,8,11
37.3092,0,3,5,9
37.3376,7,5,9,9
37.3661,6,6,4,7
37.3948,2,4,6,11
37.4194,3,4,7,8
37.4481,5,4,9,6
37.4769,8,4,6,10
37.5055,3,6,11,7
37.534,6,3,9,12
37.5588,8,9,5,6
37.5915,10,6,11,9
37.6161,4,7,9,7
37.6447,6,4,6,11
37.6733,0,4,9,6
37.698,7,5,5,9
37.7267,8,3,6,9
37.7553,4,8,9,6
37.784,4,5,11,11
37.8127,6,4,10,9
37.8413,9,8,14,7
37.8662,6,8,11,9
37.8986,5,3,12,14
37.9232,7,4,13,6
37.9518,9,2,13,8
37.9805,7,7,14,7
38.0098,6,6,15,13
38.0345,1,5,13,5
38.0626,6,6,17,5
38.0911,7,4,19,7
38.1198,6,3,16,12
38.1484,5,3,14,8
38.1771,10,4,15,8
38.2057,3,4,16,10
38.2305,2,5,15,7
38.2595,4,5,13,5
38.2877,9,7,13,6
38.3164,7,4,16,13
38.3412,10,5,6,6
38.3697,8,3,11,6
38.3984,2,10,5,8
38.427,5,6,7,12
38.4557,5,3,1,10
38.4804,4,6,2,7
38.5093,7,4,1,7
38.5377,7,6,1,4
38.5663,10,5,0,9
38.591,3,5,0,8
38.6196,6,6,0,8
38.6485,8,6,0,10
38.6768,7,8,3,6
38.7055,7,5,3,7
38.7345,4,6,2,12
38.7596,4,5,0,7
38.7878,2,5,0,5
38.8162,6,5,2,6
38.8447,4,8,2,8
38.8734,6,6,4,13
38.8981,2,4,0,7
38.9267,5,6,3,4
38.9553,10,4,8,5
38.984,6,9,1,12
39.0088,5,3,9,9
39.0375,5,4,4,6
39.0661,4,4,2,10
39.0946,8,5,4,7
39.1232,6,2,4,11
39.1519,5,6,6,11
39.1766,8,6,3,8
39.2054,4,4,4,6
39.2338,5,5,0,3
39.2629,9,5,2,7
39.2879,4,9,2,6
39.316,1,6,7,6
39.3446,4,4,5,11
39.3731,6,7,5,6
39.402,10,4,3,10
39.4264,4,8,5,7
39.4591,5,3,4,10
39.4838,3,4,3,8
39.5123,4,4,6,9
39.5413,9,7,3,7
39.5664,7,7,4,1
39.5944,3,8,7,9
39.6231,6,4,3,11
39.6516,2,6,4,11
39.6802,3,4,4,5
39.705,5,4,5,9
39.7336,8,7,4,5
39.7622,4,9,5,5
39.7913,5,4,2,12
39.8195,4,8,3,9
39.8443,8,5,2,7
39.8768,6,7,4,11
39.9015,2,6,8,8
39.9301,5,6,5,12
39.9588,3,5,0,11
39.9875,11,3,5,6
40.0122,4,9,4,4
40.0412,8,3,7,8
40.0696,6,4,1,13
40.098,7,3,0,10
40.1267,6,7,1,6
40.1515,9,4,1,9
40.18,7,5,8,5
40.2087,3,6,2,9
40.2373,6,4,4,7
40.266,4,5,6,7
40.2908,8,6,3,6
40.3195,5,5,2,11
40.3479,4,5,7,7
40.3765,6,5,3,9
40.4052,8,6,2,7
40.4299,3,5,3,8
40.4585,6,6,2,7
40.4872,4,8,2,4
40.5168,3,5,3,6
40.5445,2,5,1,10
40.5693,6,4,1,9
40.5978,6,2,3,7
40.6265,12,6,1,5
40.6554,6,7,0,10
40.6837,7,5,5,10
40.7124,7,3,8,10
40.7371,9,3,5,9
40.7661,11,5,3,13
40.7944,5,5,9,8
40.8231,6,5,6,12
40.8516,6,7,4,10
40.8763,7,6,8,11
40.9049,3,6,6,6
40.9336,5,3,7,11
40.9623,7,6,7,12
40.987,5,5,6,7
41.0159,7,4,7,9
41.0443,11,4,6,9
41.0728,8,6,9,6
41.1015,6,7,7,10
41.1262,4,6,7,8
41.1548,6,7,9,5
41.1836,11,5,6,9
41.2121,7,6,7,7
41.2408,8,4,2,8
41.2657,7,2,5,8
41.2945,6,8,8,7
41.3268,11,5,6,10
41.3514,5,8,7,5
41.3801,6,3,10,5
41.4049,8,6,5,9
41.4335,10,6,5,6
41.4621,9,4,4,8
41.4906,8,4,6,6
41.5192,3,4,6,3
41.5479,5,6,8,12
41.5727,5,5,8,7
41.602,6,4,5,10
41.6301,10,3,7,8
41.6586,7,7,7,6
41.6872,5,6,10,9
41.7121,7,7,8,6
41.7405,3,4,6,9
41.7692,5,4,10,7
41.7978,8,6,7,5
41.8264,5,6,10,8
41.8512,7,5,5,8
41.88,4,3,10,7
41.9085,8,6,9,9
41.9371,6,4,6,8
41.9657,6,4,10,7
41.9943,7,4,8,12
42.0191,6,4,6,11
42.0477,8,7,7,10
42.0763,9,6,8,7
42.1059,6,7,12,10
42.1337,3,7,10,9
42.1584,4,5,9,8
42.1869,7,3,8,9
42.2155,3,7,6,6
42.2442,5,5,9,8
42.2729,6,5,6,11
42.2976,7,2,5,8
42.3263,6,7,7,10
42.3557,8,4,6,6
42.3836,3,4,9,3
42.4083,4,2,8,8
42.4369,5,1,8,12
42.4655,5,10,5,6
42.494,7,4,9,8
42.5227,6,7,5,6
42.5474,4,6,6,9
42.5761,3,5,6,13
42.6052,6,5,5,10
42.6335,7,4,5,13
42.662,4,10,6,9
42.6868,3,5,9,6
42.7157,5,4,4,11
42.7439,4,5,6,5
42.7727,5,5,2,7
42.8013,10,8,2,13
42.826,3,6,6,5
42.8586,10,3,3,11
42.8873,6,10,4,10
42.912,8,5,4,7
42.9405,9,6,5,6
42.9691,3,6,10,6
42.9938,7,4,9,10
43.0265,11,5,8,10
43.0513,14,5,6,9
43.0798,10,3,9,7
43.1085,12,6,5,7
43.1372,11,6,4,7
43.1659,14,9,5,11
43.1905,20,5,9,7
43.2192,19,5,6,12
43.2478,22,7,5,5
43.2764,22,6,5,8
43.3011,23,6,6,6
43.3337,26,5,7,10
43.3589,22,6,5,11
43.3872,25,1,5,11
43.4158,22,5,8,10
43.4443,24,3,6,8
43.4729,21,5,6,10
43.4977,17,11,6,6
43.5264,15,7,7,11
43.5549,14,11,5,8
43.5841,18,6,5,9
43.6125,17,5,10,11
43.6409,15,6,4,12
43.6656,13,6,9,6
43.6941,11,6,6,9
43.7228,15,5,8,9
43.7515,15,5,5,13
43.7762,12,6,6,4
43.8049,18,6,6,5
43.8335,13,7,10,7
43.8627,11,4,3,10
43.8908,12,3,5,9
43.9194,12,6,4,12
43.9441,12,8,8,8
43.9728,15,4,3,14
44.0013,13,7,3,5
44.03,16,8,4,9
44.0587,18,7,10,7
44.0873,12,11,4,9
44.1122,15,9,7,8
44.141,19,5,4,6
44.1694,12,5,6,8
44.198,12,7,8,12
44.2266,16,6,3,7
44.2513,18,5,4,6
44.2799,13,6,8,8
44.3086,12,4,7,10
44.3373,11,7,6,10
44.3661,11,8,5,9
44.3913,7,9,10,6
44.4192,8,7,5,6
44.4479,6,6,8,7
44.4764,3,6,4,9
44.5011,3,5,7,9
44.5299,6,10,5,8
44.5585,4,7,10,12
44.5871,7,6,6,9
44.6166,1,3,5,9
44.6412,4,5,4,7
44.6695,8,8,4,7
44.6978,7,6,11,9
44.7264,5,10,4,12
44.7553,6,8,5,10
44.7796,7,5,3,8
44.8083,4,9,4,8
44.837,5,9,10,8
44.8656,5,3,3,6
44.8944,4,5,3,7
44.9194,5,8,4,9
44.9477,8,8,6,7
44.9762,4,6,6,9
45.0048,5,9,7,7
45.0335,7,9,2,10
45.0582,3,6,0,8
45.0868,6,4,6,9
45.1154,5,7,4,6
45.1441,7,7,10,7
45.1734,6,6,5,10
45.1979,4,4,3,8
45.2261,8,6,2,7
45.2548,9,4,2,8
45.2834,6,9,6,11
45.3119,3,5,8,6
45.3406,5,2,6,12
45.3654,5,7,4,7
45.3941,7,4,7,10
45.4233,5,8,6,9
45.4513,5,6,7,9
45.48,3,4,6,10
45.5047,2,0,2,12
45.5332,7,7,1,5
45.5618,6,4,7,8
45.5905,4,10,7,11
45.6152,3,6,5,9
45.6439,6,3,5,7
45.6726,2,9,3,9
45.7019,6,5,5,8
45.7299,6,11,6,6
45.7584,4,4,12,6
45.7832,7,4,3,7
45.8117,3,3,8,8
45.8404,3,5,5,11
45.869,4,5,2,7
45.8937,7,5,6,8
45.9223,3,5,6,7
45.951,8,2,5,4
45.9799,8,7,2,13
46.0083,9,6,5,8
46.0331,6,8,3,9
46.0616,8,4,7,7
46.0903,5,7,8,9
46.1189,4,5,4,8
46.1476,3,4,5,11
46.1722,8,5,3,8
46.2009,4,7,5,9
46.2295,7,7,4,6
46.2582,6,4,3,13
46.2868,6,4,2,8
46.3155,6,4,1,10
46.3403,8,5,4,10
46.3688,5,5,6,7
46.3974,5,7,5,5
46.426,5,5,4,8
46.4508,2,6,3,5
46.4793,8,4,7,8
46.5081,7,5,3,10
46.5373,4,1,9,9
46.5655,5,4,8,17
46.5901,5,1,7,7
46.6187,3,4,7,7
46.6473,10,5,2,4
46.6759,5,8,10,1
46.7046,4,5,6,13
46.7294,3,4,4,8
46.7579,7,4,6,6
46.7866,6,5,4,9
46.8154,4,10,2,9
46.8438,5,6,5,8
46.8728,5,5,5,12
46.9012,5,3,1,10
46.9261,8,9,4,11
46.9547,4,7,4,10
46.983,5,4,6,8
47.0117,3,3,5,13
47.0364,5,4,3,9
47.0651,6,4,4,6
47.0937,7,4,7,9
47.1223,5,11,8,6
47.1511,7,3,7,10
47.1759,2,3,3,7
47.2044,1,2,3,10
47.233,5,6,4,6
47.2616,4,12,3,9
47.2864,3,7,9,8
47.3189,6,3,4,11
47.3435,4,3,8,9
47.3722,7,3,4,12
47.4008,6,8,3,7
47.4296,5,4,9,10
47.4582,3,4,5,13
47.4831,9,9,4,10
47.5116,5,4,5,10
47.54,2,8,4,6
47.5687,6,2,6,8
47.5974,6,5,4,15
47.6221,4,5,4,6
47.6507,3,4,5,6
47.6813,8,5,5,9
47.7082,4,8,6,10
47.7328,5,5,7,9
47.7614,5,3,6,6
47.79,6,0,5,7
47.8186,4,6,5,9
47.8473,8,5,4,9
47.8759,5,8,5,11
47.9006,4,5,3,14
47.9292,7,5,2,9
47.9582,5,6,4,8
47.9866,4,2,2,7
48.0114,7,8,0,8
48.0438,5,4,10,10
48.0687,6,6,6,8
48.0971,3,5,5,8
48.1258,8,5,4,10
48.1505,0,0,0,0
48.1791,0,0,3,0
48.2082,1,0,0,6
48.2366,1,0,0,1
48.2653,3,0,0,3
48.2898,4,0,0,0
48.3184,4,8,3,3
48.347,0,6,6,0
48.3756,3,3,4,8
48.4043,2,4,1,5
48.4291,2,4,0,6
48.4577,10,0,4,5
48.4863,0,7,3,2
48.5149,2,6,8,6
48.5435,4,5,2,7
48.5683,7,2,4,6
48.5969,2,0,2,2
48.6255,6,4,5,0
48.6541,6,6,3,6
